Crop_Type,Sowing_Date,Avg_Temp,Tmax,Tmin,Actual_Yield,Germination_Days_From_Sowing,Germination_GDD_Required,Germination_Predicted_Date,Leaf_Development_Days_From_Sowing,Leaf_Development_GDD_Required,Leaf_Development_Predicted_Date,Tillering_Elongation_Days_From_Sowing,Tillering_Elongation_GDD_Required,Tillering_Elongation_Predicted_Date,Reproductive_Days_From_Sowing,Reproductive_GDD_Required,Reproductive_Predicted_Date,Grain_Filling_Days_From_Sowing,Grain_Filling_GDD_Required,Grain_Filling_Predicted_Date,Maturity_Days_From_Sowing,Maturity_GDD_Required,Maturity_Predicted_Date,Total_Season_Length_Predicted,Total_GDD_Required,Current_Growth_Stage,Days_To_Maturity,Harvest_Window_Start,Harvest_Window_End,Sowing_Date_dt
Rice,2023-06-25,32.7,39.3,26.7,7.5,6,89.7,2023-07-01,28,397.6,2023-07-23,45,922.8,2023-08-09,89,1678.5,2023-09-22,103,2156.8,2023-10-06,128,2440.9,2023-10-31,123,2746.0,Grain_Filling,128,2023-11-05,2023-11-15,2023-06-25
Wheat,2023-11-01,18.5,26.0,11.3,2.3,7,86.4,2023-11-08,20,345.0,2023-11-21,46,722.8,2023-12-17,92,1390.1,2024-02-01,96,1445.1,2024-02-05,114,1953.7,2024-02-23,137,1991.0,Tillering_Elongation,114,2024-02-28,2024-03-09,2023-11-01
Cotton,2023-06-30,30.1,38.9,22.2,3.2,8,106.5,2023-07-08,34,471.0,2023-08-03,79,1029.5,2023-09-17,107,2415.3,2023-10-15,177,2932.5,2023-12-24,227,3557.8,2024-02-12,231,4042.0,Germination,227,2024-02-17,2024-02-27,2023-06-30
Sugarcane,2023-07-11,31.9,38.0,26.9,39.6,29,197.8,2023-08-09,80,1187.4,2023-09-29,146,2125.2,2023-12-04,212,4480.0,2024-02-08,265,4582.4,2024-04-01,310,5717.7,2024-05-16,340,5940.0,Leaf_Development,310,2024-05-21,2024-05-31,2023-07-11
Wheat,2023-12-07,13.6,23.3,5.9,4.3,7,87.0,2023-12-14,27,388.7,2024-01-03,44,798.5,2024-01-20,86,1463.2,2024-03-02,96,1663.8,2024-03-12,127,2075.7,2024-04-12,139,2078.0,Maturity,127,2024-04-17,2024-04-27,2023-12-07
Soybean,2023-06-24,23.3,34.0,16.7,3.3,4,100.1,2023-06-28,16,440.6,2023-07-10,34,621.6,2023-07-28,67,1217.8,2023-08-30,88,1485.4,2023-09-20,101,1875.3,2023-10-03,100,1960.0,Grain_Filling,101,2023-10-08,2023-10-18,2023-06-24
Cotton,2023-06-11,34.1,45.3,28.3,2.0,5,80.4,2023-06-16,27,548.3,2023-07-08,57,1297.5,2023-08-07,109,2097.0,2023-09-28,164,3128.8,2023-11-22,225,3888.6,2024-01-22,187,3823.0,Germination,225,2024-01-27,2024-02-06,2023-06-11
Wheat,2023-11-07,15.9,25.0,8.5,4.0,10,89.8,2023-11-17,24,375.0,2023-12-01,45,673.6,2023-12-22,94,1451.3,2024-02-09,103,1491.7,2024-02-18,113,2098.9,2024-02-28,135,1811.0,Leaf_Development,113,2024-03-04,2024-03-14,2023-11-07
Soybean,2023-06-23,23.6,33.8,19.6,2.7,8,77.3,2023-07-01,21,313.9,2023-07-14,42,774.9,2023-08-04,54,1192.7,2023-08-16,92,1632.0,2023-09-23,113,2151.5,2023-10-14,95,1883.0,Leaf_Development,113,2023-10-19,2023-10-29,2023-06-23
Cotton,2023-06-14,26.3,34.3,19.8,1.1,10,93.4,2023-06-24,29,596.4,2023-07-13,68,1236.6,2023-08-21,103,2220.1,2023-09-25,172,2861.2,2023-12-03,231,3562.0,2024-01-31,198,3541.0,Tillering_Elongation,231,2024-02-05,2024-02-15,2023-06-14
Cotton,2023-07-13,32.6,41.6,27.9,2.8,7,113.6,2023-07-20,34,548.0,2023-08-16,74,1176.3,2023-09-25,109,2282.8,2023-10-30,152,2967.3,2023-12-12,209,3990.2,2024-02-07,194,3787.0,Germination,209,2024-02-12,2024-02-22,2023-07-13
Sugarcane,2023-06-18,30.1,36.4,22.6,107.2,19,234.2,2023-07-07,80,992.4,2023-09-06,124,2458.2,2023-10-20,203,4206.0,2024-01-07,288,4049.8,2024-04-01,300,5244.7,2024-04-13,325,5809.0,Germination,300,2024-04-18,2024-04-28,2023-06-18
Rice,2023-07-15,31.5,41.4,23.6,2.4,10,81.8,2023-07-25,22,376.2,2023-08-06,53,855.1,2023-09-06,95,1649.9,2023-10-18,104,1948.5,2023-10-27,125,2737.9,2023-11-17,149,2513.0,Tillering_Elongation,125,2023-11-22,2023-12-02,2023-07-15
Rice,2023-07-30,31.3,38.1,25.2,7.3,11,83.5,2023-08-10,27,352.2,2023-08-26,54,909.7,2023-09-22,100,1776.4,2023-11-07,106,1820.9,2023-11-13,133,2715.1,2023-12-10,152,2709.0,Leaf_Development,133,2023-12-15,2023-12-25,2023-07-30
Rice,2023-07-14,30.2,38.1,22.4,6.8,6,84.6,2023-07-20,34,422.0,2023-08-17,46,850.2,2023-08-29,80,1736.8,2023-10-02,96,2009.4,2023-10-18,160,2561.6,2023-12-21,131,2540.0,Leaf_Development,160,2023-12-26,2024-01-05,2023-07-14
Rice,2023-07-12,27.6,36.5,23.0,2.9,6,88.6,2023-07-18,35,396.2,2023-08-16,46,892.0,2023-08-27,94,1709.1,2023-10-14,104,2005.0,2023-10-24,151,2791.2,2023-12-10,121,2666.0,Reproductive,151,2023-12-15,2023-12-25,2023-07-12
Soybean,2023-06-05,26.7,38.0,19.3,3.3,7,92.4,2023-06-12,16,415.8,2023-06-21,43,613.0,2023-07-18,61,1103.1,2023-08-05,89,1615.5,2023-09-02,96,2199.2,2023-09-09,116,2273.0,Leaf_Development,96,2023-09-14,2023-09-24,2023-06-05
Rice,2023-07-09,29.1,36.3,24.4,5.7,8,111.7,2023-07-17,27,377.6,2023-08-05,54,959.6,2023-09-01,93,1639.2,2023-10-10,104,2013.2,2023-10-21,125,2579.0,2023-11-11,127,2515.0,Tillering_Elongation,125,2023-11-16,2023-11-26,2023-07-09
Wheat,2023-11-24,18.7,28.3,14.6,5.6,7,86.2,2023-12-01,25,331.3,2023-12-19,37,793.6,2023-12-31,91,1476.5,2024-02-23,100,1621.9,2024-03-03,122,2096.5,2024-03-25,117,2068.0,Grain_Filling,122,2024-03-30,2024-04-09,2023-11-24
Wheat,2023-10-25,16.4,28.3,9.8,3.1,8,63.7,2023-11-02,21,371.9,2023-11-15,48,642.0,2023-12-12,92,1446.3,2024-01-25,93,1501.1,2024-01-26,127,2045.7,2024-02-29,136,2006.0,Germination,127,2024-03-05,2024-03-15,2023-10-25
Maize,2023-07-05,26.1,35.1,18.8,7.0,8,112.2,2023-07-13,18,482.6,2023-07-23,38,848.0,2023-08-12,78,1581.1,2023-09-21,100,1780.1,2023-10-13,122,2506.9,2023-11-04,127,2463.0,Grain_Filling,122,2023-11-09,2023-11-19,2023-07-05
Soybean,2023-07-17,26.6,34.1,22.4,1.5,7,83.0,2023-07-24,20,402.3,2023-08-06,41,771.1,2023-08-27,52,1297.5,2023-09-07,94,1677.7,2023-10-19,104,1907.8,2023-10-29,118,2138.0,Grain_Filling,104,2023-11-03,2023-11-13,2023-07-17
Wheat,2023-10-30,17.9,28.7,13.6,5.2,7,96.3,2023-11-06,30,300.0,2023-11-29,42,622.2,2023-12-11,93,1375.9,2024-01-31,92,1659.4,2024-01-30,128,1838.7,2024-03-06,124,1878.0,Reproductive,128,2024-03-11,2024-03-21,2023-10-30
Rice,2023-06-11,30.1,36.3,22.3,6.4,7,91.7,2023-06-18,22,432.6,2023-07-03,59,961.0,2023-08-09,93,1796.4,2023-09-12,117,2090.7,2023-10-06,138,2613.1,2023-10-27,141,2743.0,Maturity,138,2023-11-01,2023-11-11,2023-06-11
Rice,2023-06-30,24.0,35.0,19.7,4.3,8,109.7,2023-07-08,31,356.4,2023-07-31,48,970.5,2023-08-17,88,1666.1,2023-09-26,117,2195.6,2023-10-25,149,2612.5,2023-11-26,160,2520.0,Maturity,149,2023-12-01,2023-12-11,2023-06-30
Soybean,2023-06-25,27.2,33.5,19.8,3.3,4,99.5,2023-06-29,18,436.4,2023-07-13,31,773.7,2023-07-26,50,1263.7,2023-08-14,92,1410.1,2023-09-25,101,2015.2,2023-10-04,92,2044.0,Germination,101,2023-10-09,2023-10-19,2023-06-25
Wheat,2023-11-01,19.4,29.2,12.7,2.2,9,75.4,2023-11-10,21,397.1,2023-11-22,45,654.3,2023-12-16,80,1448.7,2024-01-20,90,1480.7,2024-01-30,134,1821.3,2024-03-14,137,1831.0,Maturity,134,2024-03-19,2024-03-29,2023-11-01
Rice,2023-07-30,27.3,35.0,19.4,2.5,10,104.9,2023-08-09,32,411.1,2023-08-31,56,894.9,2023-09-24,85,1703.3,2023-10-23,111,2141.7,2023-11-18,139,2487.6,2023-12-16,148,2589.0,Grain_Filling,139,2023-12-21,2023-12-31,2023-07-30
Maize,2023-07-11,25.9,33.5,18.6,5.8,7,126.6,2023-07-18,26,450.7,2023-08-06,50,805.9,2023-08-30,78,1540.5,2023-09-27,88,1780.2,2023-10-07,139,2282.6,2023-11-27,140,2609.0,Grain_Filling,139,2023-12-02,2023-12-12,2023-07-11
Cotton,2023-07-15,33.5,41.3,26.2,3.1,5,108.9,2023-07-20,31,527.3,2023-08-15,64,1215.3,2023-09-17,114,2029.8,2023-11-06,157,3235.8,2023-12-19,209,3580.1,2024-02-09,218,4168.0,Grain_Filling,209,2024-02-14,2024-02-24,2023-07-15
Rice,2023-07-06,29.3,35.7,23.8,6.5,6,105.8,2023-07-12,30,386.2,2023-08-05,53,919.7,2023-08-28,88,1727.2,2023-10-02,97,2045.0,2023-10-11,146,2689.6,2023-11-29,158,2565.0,Tillering_Elongation,146,2023-12-04,2023-12-14,2023-07-06
Maize,2023-06-15,26.6,32.7,20.9,7.2,6,104.2,2023-06-21,18,491.0,2023-07-03,43,843.2,2023-07-28,65,1545.8,2023-08-19,96,1938.2,2023-09-19,135,2625.9,2023-10-28,134,2424.0,Grain_Filling,135,2023-11-02,2023-11-12,2023-06-15
Soybean,2023-07-14,25.3,34.0,19.0,3.2,5,82.8,2023-07-19,20,355.5,2023-08-03,30,741.1,2023-08-13,51,1157.7,2023-09-03,74,1466.7,2023-09-26,94,2122.9,2023-10-16,98,2015.0,Reproductive,94,2023-10-21,2023-10-31,2023-07-14
Wheat,2023-11-04,14.9,23.2,10.9,3.6,5,76.4,2023-11-09,24,310.1,2023-11-28,50,706.2,2023-12-24,91,1343.6,2024-02-03,88,1567.9,2024-01-31,127,1850.2,2024-03-10,124,1822.0,Tillering_Elongation,127,2024-03-15,2024-03-25,2023-11-04
Maize,2023-07-24,26.2,37.7,20.5,8.3,10,122.9,2023-08-03,27,413.0,2023-08-20,44,823.2,2023-09-06,62,1475.0,2023-09-24,78,1955.4,2023-10-10,108,2697.4,2023-11-09,105,2578.0,Maturity,108,2023-11-14,2023-11-24,2023-07-24
Wheat,2023-12-03,16.8,24.9,10.7,3.5,9,81.3,2023-12-12,30,376.2,2024-01-02,37,767.7,2024-01-09,95,1360.5,2024-03-07,101,1612.7,2024-03-13,140,1952.2,2024-04-21,114,1943.0,Reproductive,140,2024-04-26,2024-05-06,2023-12-03
Wheat,2023-12-03,17.4,27.2,11.4,5.0,6,89.4,2023-12-09,28,362.3,2023-12-31,37,758.5,2024-01-09,84,1340.3,2024-02-25,89,1444.4,2024-03-01,113,1942.7,2024-03-25,128,2035.0,Tillering_Elongation,113,2024-03-30,2024-04-09,2023-12-03
Sugarcane,2023-06-04,29.6,38.8,22.2,138.6,19,204.9,2023-06-23,79,1117.7,2023-08-22,177,2466.8,2023-11-28,216,4444.0,2024-01-06,275,4949.1,2024-03-05,351,5971.5,2024-05-20,320,5619.0,Leaf_Development,351,2024-05-25,2024-06-04,2023-06-04
Maize,2023-06-15,25.0,34.6,17.3,8.0,6,149.0,2023-06-21,21,444.3,2023-07-06,37,961.3,2023-07-22,68,1440.1,2023-08-22,87,1623.8,2023-09-10,132,2419.6,2023-10-25,116,2633.0,Maturity,132,2023-10-30,2023-11-09,2023-06-15
Wheat,2023-12-06,20.0,31.8,15.1,3.7,9,79.1,2023-12-15,22,303.1,2023-12-28,44,738.5,2024-01-19,84,1426.5,2024-02-28,86,1507.6,2024-03-01,112,1900.0,2024-03-27,132,1806.0,Tillering_Elongation,112,2024-04-01,2024-04-11,2023-12-06
Sugarcane,2023-06-03,30.5,36.6,23.6,111.7,27,156.9,2023-06-30,64,1101.4,2023-08-06,128,2821.9,2023-10-09,235,4266.1,2024-01-24,312,4700.0,2024-04-10,308,4632.9,2024-04-06,324,5449.0,Reproductive,308,2024-04-11,2024-04-21,2023-06-03
Wheat,2023-12-05,17.9,26.0,13.5,2.7,9,87.9,2023-12-14,30,395.5,2024-01-04,36,773.8,2024-01-10,86,1315.4,2024-02-29,100,1652.6,2024-03-14,111,1943.5,2024-03-25,137,1973.0,Reproductive,111,2024-03-30,2024-04-09,2023-12-05
Soybean,2023-06-21,23.9,31.5,19.8,2.6,4,79.0,2023-06-25,19,332.9,2023-07-10,32,642.9,2023-07-23,66,1194.3,2023-08-26,79,1687.9,2023-09-08,97,2092.9,2023-09-26,96,2038.0,Leaf_Development,97,2023-10-01,2023-10-11,2023-06-21
Wheat,2023-11-09,17.2,28.1,10.0,3.1,7,64.8,2023-11-16,21,377.5,2023-11-30,49,680.3,2023-12-28,81,1356.9,2024-01-29,95,1647.1,2024-02-12,126,1881.5,2024-03-14,131,1969.0,Leaf_Development,126,2024-03-19,2024-03-29,2023-11-09
Soybean,2023-06-18,28.9,38.4,23.0,2.4,8,99.6,2023-06-26,23,439.6,2023-07-11,32,672.0,2023-07-20,51,1169.5,2023-08-08,73,1525.3,2023-08-30,108,2253.6,2023-10-04,95,1923.0,Reproductive,108,2023-10-09,2023-10-19,2023-06-18
Cotton,2023-06-05,30.9,37.1,24.6,1.4,6,108.2,2023-06-11,29,427.8,2023-07-04,62,1213.9,2023-08-06,123,2091.4,2023-10-06,156,3180.5,2023-11-08,204,3973.3,2023-12-26,239,3943.0,Tillering_Elongation,204,2023-12-31,2024-01-10,2023-06-05
Cotton,2023-06-14,36.3,44.6,28.8,2.6,10,88.4,2023-06-24,33,554.2,2023-07-17,58,1015.7,2023-08-11,104,2093.0,2023-09-26,170,3211.1,2023-12-01,188,4003.8,2023-12-19,214,3820.0,Maturity,188,2023-12-24,2024-01-03,2023-06-14
Rice,2023-07-29,29.1,38.8,23.9,4.6,7,85.0,2023-08-05,31,381.6,2023-08-29,47,810.4,2023-09-14,80,1693.6,2023-10-17,105,2156.1,2023-11-11,129,2547.1,2023-12-05,143,2772.0,Leaf_Development,129,2023-12-10,2023-12-20,2023-07-29
Rice,2023-07-31,28.8,37.8,23.2,2.4,9,90.7,2023-08-09,23,396.4,2023-08-23,45,808.3,2023-09-14,95,1752.5,2023-11-03,102,2109.2,2023-11-10,131,2452.6,2023-12-09,136,2762.0,Tillering_Elongation,131,2023-12-14,2023-12-24,2023-07-31
Wheat,2023-11-20,15.1,22.2,9.4,5.2,8,89.6,2023-11-28,30,364.2,2023-12-20,47,732.6,2024-01-06,94,1494.8,2024-02-22,95,1602.7,2024-02-23,132,2048.9,2024-03-31,130,1903.0,Maturity,132,2024-04-05,2024-04-15,2023-11-20
Rice,2023-07-27,33.0,42.6,27.1,2.8,12,103.3,2023-08-08,24,444.3,2023-08-20,59,906.1,2023-09-24,94,1708.9,2023-10-29,116,2024.5,2023-11-20,145,2546.3,2023-12-19,142,2669.0,Leaf_Development,145,2023-12-24,2024-01-03,2023-07-27
Soybean,2023-07-16,25.3,33.0,17.4,3.4,7,85.5,2023-07-23,15,396.4,2023-07-31,33,669.0,2023-08-18,64,1101.2,2023-09-18,83,1424.3,2023-10-07,106,1831.1,2023-10-30,97,2118.0,Germination,106,2023-11-04,2023-11-14,2023-07-16
Maize,2023-06-21,26.5,33.9,20.5,4.5,10,131.0,2023-07-01,19,480.7,2023-07-10,48,909.4,2023-08-08,62,1486.6,2023-08-22,82,1666.3,2023-09-11,132,2304.6,2023-10-31,120,2681.0,Leaf_Development,132,2023-11-05,2023-11-15,2023-06-21
Soybean,2023-06-14,25.8,37.6,21.0,1.2,6,86.3,2023-06-20,23,447.2,2023-07-07,34,643.8,2023-07-18,68,1131.1,2023-08-21,75,1470.4,2023-08-28,115,2111.2,2023-10-07,92,2049.0,Grain_Filling,115,2023-10-12,2023-10-22,2023-06-14
Sugarcane,2023-07-12,33.3,45.1,26.2,67.8,18,227.3,2023-07-30,60,898.9,2023-09-10,136,2458.2,2023-11-25,243,3662.7,2024-03-11,285,4012.1,2024-04-22,327,5035.5,2024-06-03,312,5781.0,Leaf_Development,327,2024-06-08,2024-06-18,2023-07-12
Wheat,2023-11-15,19.7,30.1,15.3,3.9,8,76.1,2023-11-23,29,366.2,2023-12-14,40,780.3,2023-12-25,90,1379.6,2024-02-13,85,1686.5,2024-02-08,138,1813.5,2024-04-01,114,1874.0,Reproductive,138,2024-04-06,2024-04-16,2023-11-15
Soybean,2023-06-26,28.4,36.5,21.2,1.2,5,93.0,2023-07-01,16,398.5,2023-07-12,39,780.4,2023-08-04,69,1275.5,2023-09-03,80,1411.0,2023-09-14,94,2175.9,2023-09-28,109,1993.0,Leaf_Development,94,2023-10-03,2023-10-13,2023-06-26
Cotton,2023-07-27,32.4,40.9,25.5,2.1,6,100.7,2023-08-02,37,567.9,2023-09-02,64,1105.9,2023-09-29,125,2451.9,2023-11-29,160,3246.3,2024-01-03,202,4034.2,2024-02-14,235,3906.0,Reproductive,202,2024-02-19,2024-02-29,2023-07-27
Rice,2023-07-29,30.0,36.2,23.5,3.2,9,117.6,2023-08-07,34,396.0,2023-09-01,47,962.2,2023-09-14,83,1609.5,2023-10-20,118,2077.4,2023-11-24,123,2541.0,2023-11-29,146,2428.0,Grain_Filling,123,2023-12-04,2023-12-14,2023-07-29
Wheat,2023-11-25,14.0,20.3,9.5,2.4,8,83.6,2023-12-03,24,352.3,2023-12-19,42,744.6,2024-01-06,85,1345.2,2024-02-18,104,1403.0,2024-03-08,128,1869.1,2024-04-01,139,1960.0,Reproductive,128,2024-04-06,2024-04-16,2023-11-25
Wheat,2023-11-13,19.3,27.9,14.1,2.8,7,70.1,2023-11-20,30,318.2,2023-12-13,38,799.9,2023-12-21,87,1497.0,2024-02-08,105,1628.7,2024-02-26,125,1844.9,2024-03-17,139,2045.0,Leaf_Development,125,2024-03-22,2024-04-01,2023-11-13
Rice,2023-06-10,29.5,38.6,24.5,8.3,8,90.6,2023-06-18,34,444.9,2023-07-14,60,942.9,2023-08-09,96,1712.0,2023-09-14,119,2005.5,2023-10-07,136,2468.8,2023-10-24,151,2417.0,Tillering_Elongation,136,2023-10-29,2023-11-08,2023-06-10
Soybean,2023-06-17,23.6,29.9,19.1,1.8,6,109.1,2023-06-23,15,317.8,2023-07-02,44,745.4,2023-07-31,50,1130.6,2023-08-06,95,1524.8,2023-09-20,93,1881.5,2023-09-18,95,1968.0,Reproductive,93,2023-09-23,2023-10-03,2023-06-17
Rice,2023-06-09,31.6,41.3,24.3,6.4,10,100.0,2023-06-19,20,404.6,2023-06-29,60,908.1,2023-08-08,95,1701.0,2023-09-12,107,2145.1,2023-09-24,154,2784.6,2023-11-10,123,2624.0,Tillering_Elongation,154,2023-11-15,2023-11-25,2023-06-09
Soybean,2023-06-16,22.0,33.2,15.3,1.8,6,82.5,2023-06-22,21,427.6,2023-07-07,31,781.2,2023-07-17,57,1074.3,2023-08-12,86,1420.7,2023-09-10,110,1809.9,2023-10-04,94,1835.0,Germination,110,2023-10-09,2023-10-19,2023-06-16
Sugarcane,2023-07-18,28.1,39.3,21.6,136.7,23,158.4,2023-08-10,64,1074.2,2023-09-20,149,2072.1,2023-12-14,267,3873.9,2024-04-10,303,4982.0,2024-05-16,313,5600.2,2024-05-26,358,5034.0,Grain_Filling,313,2024-05-31,2024-06-10,2023-07-18
Rice,2023-07-06,27.7,39.5,23.4,3.2,6,84.1,2023-07-12,33,361.3,2023-08-08,57,911.1,2023-09-01,88,1740.9,2023-10-02,111,1881.8,2023-10-25,122,2559.0,2023-11-05,148,2791.0,Leaf_Development,122,2023-11-10,2023-11-20,2023-07-06
Wheat,2023-11-18,14.6,26.4,8.2,3.5,8,97.0,2023-11-26,25,329.7,2023-12-13,37,739.2,2023-12-25,94,1424.7,2024-02-20,105,1566.0,2024-03-02,112,1804.5,2024-03-09,116,1852.0,Germination,112,2024-03-14,2024-03-24,2023-11-18
Cotton,2023-06-17,31.5,41.1,24.0,2.2,9,98.0,2023-06-26,30,588.9,2023-07-17,70,1281.7,2023-08-26,121,2101.3,2023-10-16,169,3112.6,2023-12-03,207,3976.1,2024-01-10,180,3582.0,Germination,207,2024-01-15,2024-01-25,2023-06-17
Maize,2023-07-18,29.2,36.5,22.3,6.5,5,148.9,2023-07-23,28,449.8,2023-08-15,37,886.7,2023-08-24,80,1578.0,2023-10-06,89,1965.8,2023-10-15,128,2329.4,2023-11-23,131,2536.0,Tillering_Elongation,128,2023-11-28,2023-12-08,2023-07-18
Maize,2023-07-08,26.6,36.8,22.2,4.1,5,145.6,2023-07-13,22,421.4,2023-07-30,36,815.4,2023-08-13,77,1412.5,2023-09-23,100,1893.1,2023-10-16,115,2498.5,2023-10-31,122,2225.0,Leaf_Development,115,2023-11-05,2023-11-15,2023-07-08
Soybean,2023-06-28,26.8,35.7,21.6,1.9,4,94.7,2023-07-02,25,338.0,2023-07-23,32,704.3,2023-07-30,66,1231.2,2023-09-02,75,1768.3,2023-09-11,96,2199.9,2023-10-02,113,1900.0,Maturity,96,2023-10-07,2023-10-17,2023-06-28
Soybean,2023-07-28,22.7,34.0,16.2,1.1,7,87.7,2023-08-04,16,321.7,2023-08-13,35,764.9,2023-09-01,62,1235.5,2023-09-28,76,1520.4,2023-10-12,111,1828.1,2023-11-16,95,2014.0,Germination,111,2023-11-21,2023-12-01,2023-07-28
Soybean,2023-07-08,28.3,38.2,23.2,3.4,4,90.7,2023-07-12,19,327.8,2023-07-27,32,749.4,2023-08-09,69,1244.2,2023-09-15,73,1578.5,2023-09-19,93,1944.6,2023-10-09,95,1856.0,Leaf_Development,93,2023-10-14,2023-10-24,2023-07-08
Maize,2023-06-26,29.8,40.5,24.6,5.5,10,139.3,2023-07-06,27,435.4,2023-07-23,50,854.3,2023-08-15,80,1575.3,2023-09-14,80,1961.4,2023-09-14,134,2476.7,2023-11-07,131,2605.0,Grain_Filling,134,2023-11-12,2023-11-22,2023-06-26
Cotton,2023-06-24,34.3,45.4,27.3,2.8,11,91.8,2023-07-05,37,534.7,2023-07-31,69,1216.6,2023-09-01,122,2114.8,2023-10-24,179,3014.8,2023-12-20,216,4104.1,2024-01-26,236,3509.0,Maturity,216,2024-01-31,2024-02-10,2023-06-24
Maize,2023-06-15,30.8,42.1,26.3,5.8,7,110.6,2023-06-22,24,424.5,2023-07-09,49,848.7,2023-08-03,74,1446.8,2023-08-28,98,1899.8,2023-09-21,108,2508.2,2023-10-01,135,2259.0,Tillering_Elongation,108,2023-10-06,2023-10-16,2023-06-15
Cotton,2023-06-09,31.3,41.8,26.4,1.2,6,114.8,2023-06-15,39,404.4,2023-07-18,66,1034.6,2023-08-14,128,2247.9,2023-10-15,163,2968.6,2023-11-19,186,3984.5,2023-12-12,213,3788.0,Tillering_Elongation,186,2023-12-17,2023-12-27,2023-06-09
Rice,2023-07-03,29.4,40.2,25.2,4.7,12,105.1,2023-07-15,35,421.5,2023-08-07,48,802.0,2023-08-20,80,1707.1,2023-09-21,116,1986.0,2023-10-27,160,2737.3,2023-12-10,122,2624.0,Tillering_Elongation,160,2023-12-15,2023-12-25,2023-07-03
Soybean,2023-07-02,27.9,36.7,23.6,2.5,5,70.6,2023-07-07,20,310.0,2023-07-22,44,695.9,2023-08-15,53,1162.5,2023-08-24,89,1739.2,2023-09-29,102,2124.2,2023-10-12,119,2124.0,Maturity,102,2023-10-17,2023-10-27,2023-07-02
Maize,2023-06-06,27.6,34.9,22.2,9.3,7,118.5,2023-06-13,28,436.9,2023-07-04,45,931.3,2023-07-21,70,1585.9,2023-08-15,91,1932.5,2023-09-05,130,2386.6,2023-10-14,139,2234.0,Germination,130,2023-10-19,2023-10-29,2023-06-06
Maize,2023-07-19,29.3,38.6,23.2,7.5,7,137.9,2023-07-26,28,467.1,2023-08-16,43,834.0,2023-08-31,65,1469.4,2023-09-22,91,1900.0,2023-10-18,130,2329.1,2023-11-26,138,2539.0,Reproductive,130,2023-12-01,2023-12-11,2023-07-19
Soybean,2023-06-04,24.6,33.1,17.8,3.8,8,82.6,2023-06-12,24,332.2,2023-06-28,44,701.4,2023-07-18,51,1167.4,2023-07-25,88,1453.5,2023-08-31,107,2210.9,2023-09-19,105,1901.0,Maturity,107,2023-09-24,2023-10-04,2023-06-04
Cotton,2023-07-26,33.6,45.2,27.0,3.4,9,113.0,2023-08-04,37,538.9,2023-09-01,56,1196.4,2023-09-20,106,2132.3,2023-11-09,154,3188.4,2023-12-27,202,4044.6,2024-02-13,180,3870.0,Leaf_Development,202,2024-02-18,2024-02-28,2023-07-26
Cotton,2023-06-08,31.2,38.8,27.1,3.3,8,113.0,2023-06-16,26,407.8,2023-07-04,74,1235.1,2023-08-21,126,2449.0,2023-10-12,168,3057.1,2023-11-23,192,3805.5,2023-12-17,200,4122.0,Tillering_Elongation,192,2023-12-22,2024-01-01,2023-06-08
Soybean,2023-06-10,26.9,38.7,19.6,3.5,8,99.9,2023-06-18,25,428.7,2023-07-05,44,648.3,2023-07-24,62,1091.2,2023-08-11,89,1452.0,2023-09-07,110,2245.9,2023-09-28,101,1963.0,Reproductive,110,2023-10-03,2023-10-13,2023-06-10
Cotton,2023-07-11,33.9,40.1,26.6,2.4,9,117.5,2023-07-20,34,572.9,2023-08-14,53,1117.2,2023-09-02,130,2495.3,2023-11-18,141,3166.5,2023-11-29,222,3995.2,2024-02-18,222,3504.0,Tillering_Elongation,222,2024-02-23,2024-03-04,2023-07-11
Sugarcane,2023-06-11,30.8,40.0,25.9,94.8,20,199.4,2023-07-01,79,1121.8,2023-08-29,133,2939.9,2023-10-22,210,3553.3,2024-01-07,276,4832.8,2024-03-13,320,5516.3,2024-04-26,350,5165.0,Tillering_Elongation,320,2024-05-01,2024-05-11,2023-06-11
Cotton,2023-07-21,32.5,42.3,26.1,3.0,6,81.7,2023-07-27,37,533.6,2023-08-27,67,1284.6,2023-09-26,115,2009.6,2023-11-13,154,2812.5,2023-12-22,233,4086.7,2024-03-10,194,3643.0,Reproductive,233,2024-03-15,2024-03-25,2023-07-21
Maize,2023-07-14,27.0,33.9,20.7,8.1,7,103.9,2023-07-21,25,459.3,2023-08-08,38,918.8,2023-08-21,67,1406.3,2023-09-19,91,1692.3,2023-10-13,115,2503.4,2023-11-06,137,2521.0,Grain_Filling,115,2023-11-11,2023-11-21,2023-07-14
Sugarcane,2023-06-28,34.0,45.4,29.5,127.0,29,239.7,2023-07-27,84,1041.2,2023-09-20,150,2465.0,2023-11-25,219,4275.9,2024-02-02,302,4347.5,2024-04-25,348,5963.0,2024-06-10,350,4545.0,Grain_Filling,348,2024-06-15,2024-06-25,2023-06-28
Rice,2023-07-09,28.3,34.7,23.5,3.4,12,82.2,2023-07-21,23,360.1,2023-08-01,59,887.7,2023-09-06,87,1794.6,2023-10-04,106,1845.8,2023-10-23,159,2511.3,2023-12-15,153,2590.0,Grain_Filling,159,2023-12-20,2023-12-30,2023-07-09
Wheat,2023-10-19,14.8,24.9,10.6,4.1,6,95.9,2023-10-25,27,334.3,2023-11-15,41,631.0,2023-11-29,94,1319.7,2024-01-21,98,1490.7,2024-01-25,114,2041.1,2024-02-10,114,1851.0,Maturity,114,2024-02-15,2024-02-25,2023-10-19
