Crop_Type,Soil_Type,Field_Size,Sowing_Date,Sowing_Day_of_Year,Sowing_Month,District,Latitude,Longitude,Avg_Temp,Tmax,Tmin,Rainfall,Cumulative_Rainfall,Relative_Humidity,WindSpeed,Solar_Radiation,Growing_Degree_Days,Season,Avg_Yield_Last_3Years,Max_Yield_Last_3Years,Min_Yield_Last_3Years,Season_Length,Irrigation_Frequency,Soil_Organic_Matter,Soil_pH,NDVI,Evapotranspiration_ET0,Actual_Yield,Soil_Sand_Percent,Soil_Clay_Percent,Soil_Silt_Percent,Elevation,Fertilizer_NPK,Crop_Cotton,Crop_Maize,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Wheat,Soil_Alluvial,Soil_Black,Soil_Laterite,Soil_Loamy,Soil_Red,Soil_Sandy,Season_Kharif,Season_Rabi,District_Andhra Pradesh,District_Bihar,District_Gujarat,District_Haryana,District_Karnataka,District_Madhya Pradesh,District_Maharashtra,District_Punjab,District_Rajasthan,District_Tamil Nadu,District_Uttar Pradesh,District_West Bengal
Maize,Alluvial,0.9,2023-07-07,188,7,Uttar Pradesh,26.8467,80.9462,19.9,29.7,15.1,855.2,855.2,78.5,10.7,19.0,1410.7,Kharif,7.49,9.66,5.36,141,8,1.9,6.6,0.9,204.69,3.63,45.6,29.1,25.4,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Alluvial,1.49,2023-07-22,203,7,West Bengal,22.9868,87.855,26.9,34.8,22.6,2093.1,2093.1,81.3,4.0,21.5,1884.4,Kharif,4.67,5.46,3.58,112,9,3.04,7.71,0.9,258.29,3.89,40.9,34.4,24.7,332,Medium,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Sugarcane,Black,2.78,2023-07-31,212,7,Maharashtra,19.7515,75.7139,27.8,36.7,19.6,1249.9,1249.9,83.0,11.1,18.8,1711.7,Kharif,113.22,156.04,91.8,169,10,2.81,6.57,0.9,186.92,86.65,25.0,58.9,16.1,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Maize,Alluvial,2.25,2023-06-20,171,6,Bihar,25.0961,85.3131,30.2,37.7,23.3,897.0,897.0,88.9,9.5,22.3,3596.1,Kharif,6.02,8.2,4.11,178,6,3.32,6.37,0.862,297.49,7.41,44.9,21.0,34.1,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Sugarcane,Black,3.34,2023-06-19,170,6,Tamil Nadu,11.1271,78.6569,23.9,34.7,15.7,1304.6,1304.6,76.5,7.8,21.8,514.7,Kharif,71.52,88.12,48.34,90,10,2.91,6.8,0.9,262.78,85.88,20.7,38.5,40.7,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Wheat,Black,3.49,2023-11-27,331,11,West Bengal,22.9868,87.855,23.6,31.2,20.0,554.3,554.3,58.6,10.4,20.2,3062.4,Rabi,3.95,5.13,2.81,156,22,2.13,7.2,0.846,180.04,4.08,30.1,48.3,21.7,332,Medium,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Soybean,Red,0.64,2023-06-01,152,6,Maharashtra,19.7515,75.7139,27.2,31.8,21.2,1229.2,1229.2,80.4,4.9,17.5,3191.1,Kharif,1.75,2.02,1.48,179,3,2.43,6.11,0.9,210.78,1.55,51.0,19.2,29.8,332,Medium,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Wheat,Black,0.55,2023-10-29,302,10,West Bengal,22.9868,87.855,21.9,28.6,15.9,275.1,275.1,50.2,8.0,24.2,2899.0,Rabi,4.67,6.52,3.02,162,23,3.87,8.17,0.799,177.26,3.81,24.8,57.2,18.0,332,Low,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Soybean,Black,2.23,2023-06-19,170,6,Maharashtra,19.7515,75.7139,19.9,29.3,8.7,706.2,706.2,79.7,10.4,17.2,1412.3,Kharif,2.19,2.89,1.95,141,2,2.58,8.17,0.9,148.23,1.81,29.8,34.3,35.9,332,High,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Alluvial,2.76,2023-07-19,200,7,Karnataka,15.3173,75.7139,25.1,33.7,16.5,1278.4,1278.4,72.5,2.6,25.0,713.4,Kharif,114.37,154.59,81.21,102,4,1.64,6.68,0.9,227.59,80.52,59.6,19.8,20.6,332,Low,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Maize,Alluvial,1.81,2023-06-16,167,6,Andhra Pradesh,15.9129,79.74,34.9,43.4,32.4,623.1,623.1,78.7,8.7,19.2,2382.0,Kharif,6.92,8.59,4.95,95,5,1.65,6.68,0.731,262.63,9.54,50.2,30.2,19.6,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Soybean,Red,1.46,2023-07-11,192,7,Madhya Pradesh,22.9734,78.6569,22.9,33.8,15.3,955.9,955.9,71.5,8.6,19.9,2279.6,Kharif,2.04,2.59,1.37,177,2,2.08,5.51,0.9,165.74,2.08,54.8,25.9,19.3,332,Low,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Sugarcane,Black,0.94,2023-06-10,161,6,Tamil Nadu,11.1271,78.6569,29.2,35.5,23.2,1371.3,1371.3,82.5,7.1,20.3,1251.7,Kharif,83.41,111.22,72.42,112,2,2.96,7.26,0.9,202.88,77.88,32.6,41.0,26.3,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Rice,Loamy,2.64,2023-07-04,185,7,Punjab,30.7333,76.7794,22.7,24.7,18.5,1195.7,1195.7,86.0,9.1,20.3,2235.9,Kharif,4.22,5.18,2.81,175,5,2.92,7.02,0.9,187.34,2.92,52.7,30.7,16.6,543,High,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Soybean,Black,3.63,2023-07-22,203,7,Madhya Pradesh,22.9734,78.6569,25.7,30.6,18.0,1318.9,1318.9,83.3,9.0,24.0,1612.6,Kharif,2.86,3.18,1.78,103,11,2.8,7.05,0.9,225.55,1.92,36.7,32.7,30.6,332,Low,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Soybean,Red,3.94,2023-07-28,209,7,Rajasthan,27.0238,74.2179,25.4,35.3,17.1,872.9,872.9,74.9,11.6,19.6,1959.1,Kharif,1.66,2.11,1.47,125,19,1.14,5.8,0.9,197.06,1.49,56.4,17.8,25.8,332,Low,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Sugarcane,Black,0.69,2023-07-18,199,7,Tamil Nadu,11.1271,78.6569,33.4,40.9,25.9,1300.0,1300.0,72.9,10.9,24.9,2315.9,Kharif,113.07,140.11,73.98,152,2,2.58,7.77,0.9,404.36,137.92,31.8,31.2,37.0,332,Low,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Cotton,Black,0.92,2023-06-18,169,6,Andhra Pradesh,15.9129,79.74,29.2,38.4,21.7,1339.3,1339.3,74.6,11.0,16.0,1741.0,Kharif,2.18,2.96,1.9,122,7,2.19,7.89,0.9,187.07,2.46,20.3,50.3,29.3,332,Medium,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Soybean,Alluvial,7.07,2023-07-16,197,7,Maharashtra,19.7515,75.7139,28.1,33.4,20.4,786.3,786.3,73.0,9.8,20.9,2137.6,Kharif,2.66,3.58,1.94,117,9,1.6,6.65,0.9,238.35,1.74,45.4,19.5,35.1,332,High,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Maize,Red,1.08,2023-06-06,157,6,Bihar,25.0961,85.3131,28.7,36.5,24.6,737.0,737.0,77.2,2.2,24.5,2391.6,Kharif,6.35,7.96,5.11,125,9,1.24,6.4,0.725,330.52,3.48,62.9,17.6,19.5,332,Low,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Wheat,Alluvial,1.78,2023-10-05,278,10,West Bengal,22.9868,87.855,23.8,30.7,19.3,544.1,544.1,66.5,11.7,19.4,1828.9,Rabi,3.85,4.31,3.23,92,24,3.35,6.85,0.9,180.8,4.4,50.7,22.7,26.5,332,High,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Maize,Laterite,0.26,2023-06-25,176,6,Uttar Pradesh,26.8467,80.9462,24.8,29.4,20.8,868.4,868.4,82.5,3.4,24.7,1530.3,Kharif,4.2,5.34,2.82,103,4,1.05,5.21,0.755,277.16,5.53,58.7,22.8,18.5,332,Medium,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Soybean,Black,2.37,2023-07-19,200,7,Rajasthan,27.0238,74.2179,38.4,46.6,27.6,1256.1,1256.1,75.1,7.3,24.6,2575.6,Kharif,2.01,2.22,1.66,92,11,2.24,7.4,0.9,363.99,1.93,22.3,40.2,37.5,332,Medium,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cotton,Laterite,2.08,2023-07-25,206,7,Maharashtra,19.7515,75.7139,25.4,31.8,18.5,919.2,919.2,81.2,2.8,24.5,1627.6,Kharif,1.23,1.69,1.1,152,5,0.53,4.8,0.83,282.2,1.73,58.5,37.5,4.0,332,High,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cotton,Laterite,1.58,2023-07-02,183,7,Gujarat,22.2587,71.1924,38.2,47.7,30.3,1137.0,1137.0,76.4,9.8,21.9,2640.9,Kharif,1.04,1.35,0.8,112,23,1.23,4.71,0.861,316.58,0.36,45.2,33.2,21.6,332,Medium,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Maize,Alluvial,1.68,2023-07-29,210,7,Uttar Pradesh,26.8467,80.9462,24.3,30.3,17.8,709.6,709.6,72.3,10.4,22.8,2070.9,Kharif,6.38,8.92,4.91,144,9,2.56,6.68,0.9,255.29,3.9,54.5,26.1,19.4,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Soybean,Black,0.48,2023-07-08,189,7,Rajasthan,27.0238,74.2179,29.7,35.1,22.4,1379.7,1379.7,72.6,3.8,16.7,2794.5,Kharif,1.82,2.18,1.14,142,23,2.31,7.49,0.9,185.51,2.22,24.8,45.9,29.3,332,Low,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rice,Laterite,2.24,2023-06-12,163,6,Punjab,30.7333,76.7794,25.7,33.9,20.9,1892.3,1892.3,80.2,2.0,20.6,1776.1,Kharif,3.93,5.46,2.8,112,5,1.18,4.58,0.9,248.12,1.63,41.9,37.9,20.2,543,Low,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Cotton,Black,3.3,2023-06-22,173,6,Andhra Pradesh,15.9129,79.74,25.6,30.8,22.2,1414.0,1414.0,72.2,2.4,17.1,1780.4,Kharif,1.95,2.2,1.2,169,5,3.84,7.12,0.9,198.76,2.26,32.7,57.0,10.3,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Cotton,Alluvial,5.43,2023-07-01,182,7,Andhra Pradesh,15.9129,79.74,24.4,32.8,16.1,1254.4,1254.4,76.1,5.7,15.8,863.0,Kharif,1.72,2.24,1.06,91,4,1.96,7.8,0.893,184.96,0.48,40.2,22.0,37.8,332,Low,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Soybean,Alluvial,1.98,2023-07-20,201,7,Madhya Pradesh,22.9734,78.6569,27.0,34.8,20.8,863.9,863.9,81.0,9.1,17.7,2411.7,Kharif,2.87,3.58,2.48,142,7,3.22,7.7,0.9,234.2,2.89,51.8,32.9,15.3,332,Medium,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Rice,Alluvial,0.49,2023-07-10,191,7,Punjab,30.7333,76.7794,19.9,25.9,14.8,1075.9,1075.9,81.1,4.9,16.3,1649.3,Kharif,4.15,5.7,3.11,168,8,2.04,7.32,0.9,125.65,2.06,56.6,30.6,12.8,543,Medium,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Wheat,Alluvial,1.81,2023-10-14,287,10,West Bengal,22.9868,87.855,25.5,30.5,21.5,219.1,219.1,40.7,11.2,23.1,2630.4,Rabi,4.3,5.31,2.81,126,18,2.97,7.58,0.767,263.53,2.81,49.3,16.7,34.1,332,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Maize,Alluvial,1.43,2023-07-18,199,7,Bihar,25.0961,85.3131,24.7,27.7,20.2,842.2,842.2,82.2,9.5,22.3,1629.6,Kharif,7.17,10.03,4.37,110,2,1.9,7.3,0.782,209.05,8.15,34.8,33.0,32.2,332,Low,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Wheat,Alluvial,2.59,2023-11-29,333,11,Uttar Pradesh,26.8467,80.9462,19.4,28.8,14.1,220.6,220.6,41.7,10.5,22.3,1385.9,Rabi,3.96,4.74,2.46,93,14,3.45,6.2,0.747,231.43,3.29,48.2,15.2,36.6,332,Low,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Sugarcane,Black,3.58,2023-06-13,164,6,Tamil Nadu,11.1271,78.6569,23.9,31.3,18.6,1324.4,1324.4,81.8,3.4,21.6,1049.2,Kharif,97.64,117.26,76.72,169,3,3.2,7.01,0.9,191.9,53.38,33.3,33.0,33.7,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Sugarcane,Alluvial,3.86,2023-06-20,171,6,Maharashtra,19.7515,75.7139,29.1,39.4,22.5,1510.6,1510.6,79.1,11.9,22.5,1354.3,Kharif,85.4,106.58,52.85,125,4,1.85,6.52,0.9,245.66,109.72,30.2,18.2,51.6,332,High,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Soybean,Black,1.51,2023-06-28,179,6,Madhya Pradesh,22.9734,78.6569,26.5,32.5,19.7,888.9,888.9,88.0,2.5,21.6,2416.5,Kharif,2.49,2.91,2.09,148,9,2.83,8.07,0.836,202.47,1.97,33.8,46.5,19.7,332,Low,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Rice,Laterite,0.81,2023-07-23,204,7,Bihar,25.0961,85.3131,21.7,30.0,16.5,2421.8,2421.8,71.4,8.1,15.4,1481.9,Kharif,3.77,4.22,2.39,124,10,1.37,6.18,0.9,147.97,2.39,53.0,24.5,22.5,332,High,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Cotton,Red,2.98,2023-06-28,179,6,Andhra Pradesh,15.9129,79.74,25.8,31.8,18.8,1106.6,1106.6,72.8,10.6,16.1,1926.7,Kharif,1.47,1.65,1.1,174,3,1.43,6.4,0.878,175.87,0.66,64.2,18.6,17.2,332,Medium,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Soybean,Red,0.97,2023-07-29,210,7,Rajasthan,27.0238,74.2179,26.9,38.4,21.0,1396.1,1396.1,83.0,8.1,19.1,1523.6,Kharif,1.81,2.19,1.58,91,22,2.2,5.81,0.9,260.63,1.85,56.5,26.2,17.3,332,Medium,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cotton,Red,1.13,2023-07-08,189,7,Karnataka,15.3173,75.7139,29.0,39.2,23.6,1479.9,1479.9,77.0,10.7,15.9,1633.0,Kharif,1.67,1.88,1.45,116,6,1.03,6.69,0.9,213.13,0.87,63.0,27.7,9.3,332,Medium,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Black,0.52,2023-10-16,289,10,Punjab,30.7333,76.7794,17.7,26.1,13.1,495.6,495.6,58.1,7.3,23.9,2020.5,Rabi,4.85,5.57,3.4,148,16,3.8,6.92,0.9,216.01,4.04,31.4,49.7,18.9,543,Low,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Soybean,Red,2.66,2023-07-02,183,7,Rajasthan,27.0238,74.2179,27.5,34.7,16.6,786.9,786.9,88.9,5.4,22.1,2405.4,Kharif,1.84,2.14,1.63,138,21,2.4,6.06,0.869,226.95,2.36,51.9,20.5,27.6,332,Low,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Wheat,Alluvial,1.9,2023-10-17,290,10,West Bengal,22.9868,87.855,23.6,31.3,19.9,483.2,483.2,49.4,4.7,15.6,2608.9,Rabi,4.24,5.04,3.78,133,19,2.96,7.06,0.9,188.52,2.87,38.0,19.9,42.2,332,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Soybean,Red,0.7,2023-07-04,185,7,Rajasthan,27.0238,74.2179,26.8,40.8,18.2,1231.6,1231.6,84.5,5.8,16.4,2742.0,Kharif,1.58,1.74,1.02,162,13,1.16,6.6,0.9,210.75,3.22,69.5,20.9,9.6,332,Medium,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rice,Black,0.77,2023-07-19,200,7,Haryana,29.0588,76.0856,23.6,34.7,17.8,1894.6,1894.6,78.8,6.8,21.2,1447.2,Kharif,5.19,7.06,3.56,106,8,2.5,7.91,0.9,192.69,2.63,32.6,56.8,10.6,543,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Cotton,Red,1.11,2023-06-06,157,6,Karnataka,15.3173,75.7139,28.1,36.5,21.3,1089.8,1089.8,82.0,6.3,19.7,1594.2,Kharif,1.21,1.53,0.97,123,3,1.95,6.53,0.9,244.41,1.03,65.9,22.5,11.6,332,Medium,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cotton,Red,2.81,2023-06-24,175,6,Gujarat,22.2587,71.1924,29.8,41.3,24.0,1225.5,1225.5,89.4,11.9,21.4,2191.5,Kharif,1.19,1.44,0.82,151,17,1.94,6.95,0.898,274.72,1.05,61.5,22.4,16.1,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Soybean,Red,0.36,2023-07-06,187,7,Maharashtra,19.7515,75.7139,29.1,34.0,23.2,737.6,737.6,85.6,8.4,18.4,3248.8,Kharif,2.14,2.88,1.87,174,3,2.46,5.55,0.848,192.62,1.35,53.9,25.8,20.3,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Black,0.1,2023-06-15,166,6,Tamil Nadu,11.1271,78.6569,32.3,40.3,28.9,1529.3,1529.3,87.8,2.1,24.8,2256.9,Kharif,92.05,107.34,67.93,159,6,2.22,7.87,0.9,290.79,53.34,20.5,38.4,41.1,332,Low,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Wheat,Alluvial,1.19,2023-11-30,334,11,Uttar Pradesh,26.8467,80.9462,17.6,20.8,10.9,533.2,533.2,60.6,7.7,19.0,1791.7,Rabi,3.59,4.8,2.46,138,23,3.31,7.69,0.774,123.73,4.79,49.4,18.5,32.1,332,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Alluvial,0.83,2023-10-18,291,10,Haryana,29.0588,76.0856,20.3,30.0,18.0,320.4,320.4,63.9,6.5,16.6,2070.1,Rabi,4.97,5.75,3.59,126,19,1.71,6.09,0.757,168.09,4.94,58.2,34.1,7.7,543,Medium,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Soybean,Red,2.32,2023-07-24,205,7,Rajasthan,27.0238,74.2179,29.2,40.4,19.0,1006.8,1006.8,74.8,7.5,23.4,3100.6,Kharif,1.97,2.57,1.36,160,19,2.17,6.61,0.9,264.07,1.34,68.3,20.6,11.2,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Wheat,Alluvial,3.37,2023-11-15,319,11,Uttar Pradesh,26.8467,80.9462,19.0,26.9,10.2,486.7,486.7,54.4,6.7,18.4,1918.4,Rabi,4.76,5.41,3.55,128,16,2.42,6.78,0.795,160.84,5.12,30.5,33.6,36.0,332,High,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Alluvial,0.78,2023-07-15,196,7,Karnataka,15.3173,75.7139,27.8,35.3,22.9,989.4,989.4,89.8,8.5,16.1,1815.0,Kharif,6.0,7.65,5.22,101,5,2.52,6.35,0.9,196.62,8.54,42.8,34.3,22.8,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Sugarcane,Alluvial,2.57,2023-07-07,188,7,Tamil Nadu,11.1271,78.6569,34.4,43.8,27.9,1994.6,1994.6,84.2,11.3,23.6,2297.6,Kharif,107.47,120.98,71.53,141,6,3.43,7.85,0.9,343.61,65.05,58.9,32.1,9.0,332,Medium,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Cotton,Alluvial,1.97,2023-06-17,168,6,Karnataka,15.3173,75.7139,26.0,35.4,21.2,1251.1,1251.1,73.6,4.6,23.9,1247.1,Kharif,2.08,2.52,1.53,114,4,1.62,7.59,0.9,263.34,2.4,38.8,22.7,38.5,332,High,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cotton,Black,0.34,2023-06-05,156,6,Maharashtra,19.7515,75.7139,24.2,31.3,20.4,827.6,827.6,75.5,2.2,18.6,1328.6,Kharif,2.14,2.41,1.59,150,4,3.89,7.18,0.872,202.57,2.07,26.3,55.5,18.1,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Sandy,2.3,2023-07-31,212,7,Uttar Pradesh,26.8467,80.9462,24.2,31.5,18.7,1915.2,1915.2,72.3,6.5,19.3,1049.9,Kharif,61.39,76.83,42.45,160,7,1.76,6.62,0.9,183.23,43.8,72.5,10.6,16.9,332,Low,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Black,2.98,2023-11-20,324,11,Punjab,30.7333,76.7794,8.7,15.3,3.5,231.9,231.9,44.7,11.8,18.2,693.5,Rabi,5.16,6.03,3.49,138,13,3.01,8.13,0.769,56.2,3.38,33.9,58.1,8.0,543,Low,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
